dirx,diry,dirz,bx,by,bz,timeStamp,object
0.7322438,-0.6802808,-0.03220425,-133.6881,45.51253,0,0,[Board]
0.712503,-0.7008845,-0.03317256,-192.7777,44.45664,0,0.1892443,[City]GenevaYellow
0.717271,-0.6961932,-0.02893541,-179.2854,47.91599,0,0.2731371,[City]GenevaYellow
0.7120489,-0.7014103,-0.03177837,-194.134,42.1913,0,0.3041134,[City]GenevaYellow
0.7091533,-0.7039922,-0.0386849,-201.6892,32.46811,0,0.3584785,[City]GenevaYellow
0.7117279,-0.7017482,-0.03151082,-192.1847,44.26232,0,0.4341908,[City]GenevaYellow
0.7156965,-0.6980815,-0.02146478,-181.1095,58.97059,0,0.4885578,[City]GenevaYellow
0.7159044,-0.698043,-0.01472445,-177.8307,69.05383,0,0.532608,[Board]
0.7189612,-0.6950204,-0.006423497,-167.5222,72.34374,0,0.5996599,[City]ParisBlue
0.7130393,-0.7009947,-0.01346687,-183.655,46.04994,0,0.6668282,[City]GenevaYellow
0.7194219,-0.6944965,-0.01033326,-155.5837,40.45721,0,0.7226505,[Board]
0.6903839,-0.72344,0.002148699,-226.2004,48.84102,0,0.7882195,[City]GenevaYellow
0.6845843,-0.7289323,-0.00143351,-237.6963,38.67434,0,0.8495512,[City]GenevaYellow
0.6583053,-0.7527241,0.006371208,-301.9439,46.1049,0,0.9106636,[City]RomeYellow
0.6587927,-0.7522567,0.01010287,-290.8938,49.15372,0,0.9846764,[City]RomeYellow
0.6722094,-0.740293,0.01004426,-256.971,48.9067,0,1.052911,[Board]
0.669885,-0.7423961,0.01009968,-261.7698,52.12746,0,1.110342,[Board]
0.6577737,-0.7530768,0.01446154,-299.403,58.34957,0,1.177693,[Board]
0.6432083,-0.7655736,0.01342081,-340.7139,57.67525,0,1.234318,[City]RomeYellow
0.6554952,-0.7551708,0.006567407,-312.9441,48.11207,0,1.298656,[City]RomeYellow
0.6622496,-0.7492831,0.000577989,-297.3915,40.18466,0,1.374671,[City]RomeYellow
0.6713018,-0.7411593,-0.006055514,-277.6975,29.90889,0,1.430325,[City]RomeYellow
0.6747831,-0.7380155,-0.0009598667,-267.8098,36.06136,0,1.497085,[Board]
0.6699802,-0.7423032,0.01060713,-279.7449,48.24037,0,1.576375,[City]RomeYellow
0.6711738,-0.7412769,0.005862564,-276.0988,40.25478,0,1.637868,[City]RomeYellow
0.6682355,-0.7438787,0.01028897,-283.5549,46.75954,0,1.6885,[City]RomeYellow
0.6775674,-0.7339066,-0.04778519,-252.8657,-41.98895,0,1.747073,[Board]
0.6531742,-0.6967385,-0.2965111,-240.7324,-394.6046,0,1.809535,[CityCard]MinskRed
0.6509221,-0.7030122,-0.2864862,-251.7705,-380.3995,0,1.879488,[Board]
0.6539106,-0.7106434,-0.2595899,-253.2574,-340.9061,0,1.948618,[Board]
0.6579449,-0.7081594,-0.2561613,-244.3682,-338.1524,0,2.021278,[CityCard]MinskRed
0.7010522,-0.6561152,-0.2793541,-107.293,-402.0361,0,2.078498,[CityCard]MadridYellow
0.6988443,-0.6570116,-0.2827588,-116.3594,-407.0244,0,2.149805,[CityCard]MadridYellow
0.702354,-0.6568498,-0.2743122,-111.3597,-394.9579,0,2.211735,[CityCard]MadridYellow
0.6856475,-0.7087004,-0.1662261,-217.3324,-207.056,0,2.279546,[City]BucharestRed
0.4484951,-0.8466566,0.2863997,-653.353,372.1848,0,2.432538,[Board]
0.3692599,-0.8733373,0.3176932,-770.2225,406.5708,0,2.450936,[Board]
0.3549233,-0.8821738,0.3095137,-799.0912,411.6393,0,2.531694,[Board]
0.362059,-0.8804411,0.3061647,-792.4865,409.6778,0,2.58831,[Board]
0.3908969,-0.8776302,0.2774253,-762.0641,378.6511,0,2.663583,[EventCard]Call to Mobilize
0.3836063,-0.8857111,0.2614613,-775.2043,356.7689,0,2.727237,[Board]
0.3151138,-0.9480428,0.04379855,-867.1753,119.0669,0,2.78237,[Board]
0.3286775,-0.9443022,0.01626396,-851.2242,85.84095,0,2.849779,[CityCard]ViennaYellow
0.3297482,-0.9437822,0.02326339,-848.5462,91.95079,0,2.92798,[CityCard]ViennaYellow
0.3296241,-0.9434894,0.03428948,-848.7009,102.2388,0,2.991195,[CityCard]ViennaYellow
0.3251915,-0.9446454,0.04353855,-853.1896,111.128,0,3.045023,[CityCard]ViennaYellow
0.3297932,-0.9432753,0.03831679,-847.5842,104.0761,0,3.114044,[CityCard]ViennaYellow
0.326735,-0.9447113,0.02765681,-850.4473,91.38859,0,3.189859,[CityCard]ViennaYellow
0.3484897,-0.9297414,-0.1188939,-822.314,-60.56324,0,3.274336,[EventCard]Call to Mobilize
0.3506764,-0.9269,-0.1337252,-817.8036,-78.93802,0,3.337567,[EventCard]Call to Mobilize
0.3387997,-0.9302102,-0.1411511,-831.0917,-87.06634,0,3.407896,[EventCard]Call to Mobilize
