dirx,diry,dirz,bx,by,bz,timeStamp,object
0.7028207,-0.7054749,-0.09136896,-210.7441,3.000526,0,0,[Board]
0.7007736,-0.7059244,-0.1028938,-216.1298,-15.54875,0,0.1827717,[Board]
0.6992083,-0.708325,-0.09686751,-225.6199,-8.392,0,0.2096605,[Board]
0.6983717,-0.7100058,-0.09038119,-233.6064,-6.188779,0,0.284852,[Board]
0.6976142,-0.7102485,-0.09424195,-236.3615,-13.74818,0,0.3275537,[Board]
0.6982225,-0.7093742,-0.09629957,-233.3323,-14.76774,0,0.4500628,[Board]
0.7028919,-0.706424,-0.08311435,-220.5724,8.395595,0,0.4833479,[City]GenevaYellow
0.698137,-0.710743,-0.08630807,-230.8904,7.021074,0,0.5521336,[City]GenevaYellow
0.6968652,-0.7112028,-0.09257189,-230.7124,-4.699575,0,0.602807,[Board]
0.6971346,-0.7107708,-0.09385226,-229.6332,-6.337576,0,0.6610146,[Board]
0.6644261,-0.7451165,-0.05778699,-320.858,48.40178,0,0.7128658,[City]RomeYellow
0.6629511,-0.7469281,-0.05093319,-319.8351,54.1684,0,0.7747183,[City]RomeYellow
0.6595158,-0.7499394,-0.05128263,-324.1263,47.17706,0,0.8407764,[City]RomeYellow
0.6678457,-0.7428426,-0.0465505,-298.3526,47.19345,0,0.8947611,[City]RomeYellow
0.6669009,-0.7442402,-0.03673821,-299.3929,53.98816,0,0.9514523,[City]RomeYellow
0.6663809,-0.7449874,-0.0304997,-297.5104,57.83849,0,0.998477,[City]RomeYellow
0.6653216,-0.7461376,-0.02501844,-294.3209,57.10218,0,1.05521,[City]RomeYellow
0.6692177,-0.7427825,-0.02053975,-277.4015,55.75219,0,1.120851,[City]RomeYellow
0.7065173,-0.7059147,-0.0501773,-177.791,5.161688,0,1.197005,[Board]
0.7138131,-0.6983392,-0.05285041,-149.1063,-5.647057,0,1.263335,[City]PragueBlue
0.7190152,-0.6926521,-0.05700909,-129.9165,-15.59281,0,1.307827,[CityCard]MinskRed
0.7467958,-0.6636685,-0.04289638,-36.54823,1.272154,0,1.361071,[CityCard]MinskRed
0.753635,-0.65661,-0.02996035,-8.267983,20.02935,0,1.42916,[CityCard]MinskRed
0.7565908,-0.6535946,-0.01960752,0.988543,35.54451,0,1.470239,[City]CopenhagenRed
0.7522265,-0.6584459,-0.02458189,-13.00067,27.39575,0,1.529149,[City]CopenhagenRed
0.7507732,-0.6596446,-0.03476568,-17.40992,11.78196,0,1.579813,[City]CopenhagenRed
0.7533243,-0.657026,-0.02862143,-8.415431,21.42613,0,1.629283,[City]CopenhagenRed
0.7472038,-0.6640983,-0.02569022,-33.62402,28.40096,0,1.69293,[CityCard]AthensYellow
0.7454325,-0.665907,-0.02997367,-41.60635,23.59543,0,1.739784,[CityCard]AthensYellow
0.7407407,-0.6708749,-0.03507397,-60.02925,16.00267,0,1.789916,[CityCard]AthensYellow
0.6353359,-0.7416438,-0.215204,-313.0425,-227.3392,0,1.862859,[Board]
0.6326634,-0.7417911,-0.2224478,-317.4062,-240.2353,0,1.919918,[Board]
0.6370827,-0.7414036,-0.2108232,-309.4701,-227.1306,0,1.965494,[Board]
0.6376168,-0.7419999,-0.2070775,-307.3296,-224.2854,0,2.020363,[Board]
0.6403114,-0.7397621,-0.206769,-301.9073,-227.5752,0,2.086824,[Board]
0.6382145,-0.7426618,-0.2028194,-308.5656,-223.6082,0,2.15184,[Board]
0.6354229,-0.7479798,-0.1917392,-319.8183,-207.0031,0,2.201204,[Board]
0.6409559,-0.7430367,-0.192541,-306.7005,-210.2016,0,2.270047,[Board]
0.6446494,-0.7435087,-0.1778255,-302.1295,-187.9962,0,2.327524,[Board]
0.6527916,-0.7366632,-0.1766082,-283.9021,-186.4485,0,2.382113,[Board]
0.6517783,-0.7381246,-0.1742328,-290.5423,-177.7632,0,2.45029,[City]SofiaYellow
0.6576561,-0.7322283,-0.1770032,-266.9858,-180.6529,0,2.514604,[Board]
0.672122,-0.7206935,-0.1698613,-235.25,-171.8791,0,2.59026,[Board]
0.7638045,-0.6405564,-0.07931054,28.4484,-55.1781,0,2.646507,[Board]
0.8542668,-0.5198344,-0.0007302451,493.4678,73.86089,0,2.706352,[Board]
0.8569093,-0.5154614,0.002407865,513.3728,82.14806,0,2.749744,[Board]
0.8402908,-0.5419375,-0.01466922,397.4949,53.73359,0,2.79938,[Board]
0.8340476,-0.5515482,-0.01261983,354.989,63.95186,0,2.860478,[Board]
0.8284193,-0.559953,-0.01319746,321.5738,69.30512,0,2.987831,[Board]
0.82825,-0.5596341,-0.02848756,322.189,46.79399,0,3.005154,[Board]
0.8298244,-0.5565577,-0.04043383,328.2036,33.93734,0,3.054132,[Board]
0.825794,-0.5626308,-0.03886827,304.158,42.3175,0,3.12146,[Board]
0.8209772,-0.5689597,-0.04776296,275.4708,30.38822,0,3.188573,[Board]
0.8184427,-0.5720177,-0.05428816,260.9978,22.41436,0,3.248592,[Board]
0.8172199,-0.5717881,-0.0721807,260.9061,-8.704272,0,3.320368,[Board]
