dirx,diry,dirz,bx,by,bz,timeStamp,object
0.7143045,-0.6988358,-0.03738374,-135.6639,20.0057,0,0,[Board]
0.7180699,-0.6946182,-0.04337245,-130.3806,9.118227,0,0.333333,[City]PragueBlue
0.720438,-0.6923234,-0.04071065,-119.7382,4.599332,0,0.4187908,[City]BerlinBlue
0.7211518,-0.6919945,-0.03291902,-108.4396,10.36491,0,0.4431438,[City]BerlinBlue
0.7166776,-0.6967981,-0.02907833,-124.4655,16.95546,0,0.5349751,[Board]
0.6806681,-0.7319737,-0.0300909,-223.7619,13.60371,0,0.7530975,[City]GenevaYellow
0.5649385,-0.8250528,-0.01150129,-472.8607,37.45146,0,0.8018808,[Board]
0.5629845,-0.8262332,-0.01967765,-478.327,25.72768,0,0.8309374,[Board]
0.5706782,-0.8210945,-0.01141719,-467.1541,33.04162,0,0.888133,[Board]
0.5745392,-0.818407,-0.01071103,-460.2027,32.42828,0,0.9532652,[Board]
0.5737473,-0.8189553,-0.01123097,-462.2983,29.53843,0,0.9794283,[Board]
0.5810685,-0.8137886,-0.01036621,-449.1757,29.77959,0,0.9976044,[Board]
0.5810626,-0.8138057,-0.009304174,-448.9273,30.75728,0,1.013119,[Board]
0.592748,-0.8053595,-0.006780662,-427.7584,32.81248,0,1.04123,[Board]
0.5922464,-0.8057346,-0.005984022,-428.5963,33.60021,0,1.055134,[Board]
0.5950099,-0.8037067,-0.004338869,-423.5162,35.53497,0,1.066772,[Board]
0.5951819,-0.8035821,-0.003785803,-423.2186,36.45219,0,1.077726,[Board]
0.5948608,-0.8038232,-0.002982874,-423.8161,37.38403,0,1.091631,[Board]
0.5947813,-0.8038839,-0.002425485,-423.7071,37.87827,0,1.105599,[Board]
0.5953979,-0.8034301,0.001147541,-422.1123,41.94521,0,1.122549,[Board]
0.5956933,-0.8032103,0.001670972,-421.1537,42.4281,0,1.136539,[Board]
0.5970768,-0.802181,0.002210145,-418.2987,43.08574,0,1.143661,[Board]
0.5968141,-0.8023767,0.002125863,-418.7172,43.00701,0,1.156341,[Board]
0.5966026,-0.8025344,0.001980613,-419.1621,42.77902,0,1.170115,[Board]
0.5958328,-0.8031068,0.001631142,-420.7081,42.33721,0,1.184513,[Board]
0.5950208,-0.8037094,0.001218437,-422.4524,41.85987,0,1.197562,[Board]
0.5977122,-0.8016607,0.008953572,-417.5429,51.2667,0,1.211248,[Board]
0.5969216,-0.8022533,0.008615549,-419.2881,51.0074,0,1.223259,[Board]
0.5971336,-0.8020948,0.008685343,-418.9456,51.19924,0,1.237663,[Board]
0.5970473,-0.8021606,0.00854525,-419.0991,51.17274,0,1.251297,[Board]
0.5948177,-0.8038377,0.006060882,-423.1911,48.05544,0,1.293304,[Board]
0.5945217,-0.8040779,0.001619485,-423.8196,43.11111,0,1.321692,[Board]
0.5955765,-0.8032976,0.001265482,-422.1141,42.82505,0,1.339899,[Board]
0.5947118,-0.8039387,0.0007267572,-424.0441,42.44061,0,1.35599,[Board]
0.5939567,-0.8044969,0.0001012458,-425.7639,41.82124,0,1.366817,[Board]
0.5979677,-0.8015183,0.001758117,-418.5832,43.88143,0,1.380539,[Board]
0.5971408,-0.8021354,0.001295922,-420.4762,43.3853,0,1.393613,[Board]
0.5970684,-0.8021895,0.001190681,-420.8752,43.35722,0,1.40643,[Board]
0.5966768,-0.8024812,0.0008719476,-421.8741,43.05488,0,1.420469,[Board]
0.5963989,-0.8026877,0.0008342637,-422.5917,43.08903,0,1.434775,[Board]
0.5968297,-0.8023503,-0.005321751,-421.971,35.71293,0,1.446874,[Board]
0.597128,-0.802129,-0.005208252,-421.245,35.71825,0,1.464526,[Board]
0.5352969,-0.8439593,-0.03449591,-527.2628,2.559331,0,1.476405,[Board]
0.5357845,-0.8436273,-0.03504046,-526.3282,1.761648,0,1.486561,[Board]
0.5283169,-0.8482472,-0.03685097,-537.8805,-0.2482347,0,1.500492,[Board]
0.5290066,-0.8477905,-0.03745887,-536.5371,-1.153313,0,1.51405,[Board]
0.529273,-0.8476138,-0.03769691,-535.775,-1.655182,0,1.524852,[Board]
0.5368324,-0.8428581,-0.03743296,-523.5457,-1.769082,0,1.538664,[Board]
0.5369951,-0.842739,-0.0377785,-523.1274,-2.296633,0,1.552752,[Board]
0.5296677,-0.8472888,-0.0394187,-534.7438,-4.02415,0,1.564163,[Board]
