dirx,diry,dirz,bx,by,bz,timeStamp,object
0.7885885,-0.6125061,-0.05444596,-32.91711,4.071848,0,0,[City]HamburgBlue
0.7921129,-0.608275,-0.0505821,-23.06377,6.45473,0,0.1564617,[Board]
0.7982585,-0.5995836,-0.05729569,-6.877332,-7.710975,0,0.1940632,[City]CopenhagenRed
0.7977074,-0.6001509,-0.05900562,-10.31518,-11.93737,0,0.2224693,[City]CopenhagenRed
0.7890836,-0.6115193,-0.05823443,-40.02253,-12.40165,0,0.2565422,[City]HamburgBlue
0.788729,-0.611951,-0.05850279,-41.77605,-15.76455,0,0.2891922,[City]HamburgBlue
0.7863649,-0.6150174,-0.05817133,-50.53098,-16.0268,0,0.308321,[City]HamburgBlue
0.7865207,-0.6148434,-0.05790341,-52.49902,-17.84283,0,0.3279076,[City]HamburgBlue
0.7847685,-0.6171069,-0.0575979,-60.07974,-18.35199,0,0.342823,[City]HamburgBlue
0.7805789,-0.6230012,-0.05065849,-77.11504,-11.08741,0,0.3524494,[City]BerlinBlue
0.7765192,-0.6281028,-0.05004789,-91.57398,-11.53419,0,0.3666153,[City]BerlinBlue
0.7751852,-0.6302859,-0.04275215,-95.756,-3.178058,0,0.3792629,[City]BerlinBlue
0.7730659,-0.6328887,-0.04267393,-102.2897,-4.382906,0,0.3918304,[CityCard]BudapestYellow
0.7724934,-0.633603,-0.04244135,-104.0874,-5.666033,0,0.4069061,[CityCard]BudapestYellow
0.7737328,-0.6321588,-0.04138621,-101.243,-6.133812,0,0.4213104,[CityCard]BudapestYellow
0.7744425,-0.6313434,-0.04055022,-100.2861,-6.603816,0,0.4328117,[CityCard]BudapestYellow
0.7745082,-0.6315547,-0.03571861,-101.8465,-2.195078,0,0.445837,[CityCard]BudapestYellow
0.7742112,-0.6319602,-0.03497543,-104.4278,-2.654747,0,0.4596024,[CityCard]BudapestYellow
0.7829497,-0.6210389,-0.03606128,-78.9222,-4.406993,0,0.4753666,[CityCard]BudapestYellow
0.7813771,-0.622966,-0.0369199,-84.95975,-6.894401,0,0.4890289,[CityCard]BudapestYellow
0.7794639,-0.6252846,-0.03814739,-91.74465,-9.629919,0,0.4994698,[CityCard]BudapestYellow
0.7803847,-0.6242257,-0.03663406,-90.64931,-9.551039,0,0.512785,[CityCard]BudapestYellow
0.7776053,-0.6275879,-0.03825479,-100.4984,-12.33607,0,0.5295696,[CityCard]BudapestYellow
0.7775716,-0.6275359,-0.03976321,-103.3325,-15.31189,0,0.540926,[CityCard]BudapestYellow
0.7724344,-0.633792,-0.04065361,-121.646,-16.88733,0,0.5536766,[Board]
0.7651337,-0.642854,-0.03618069,-146.5074,-12.39634,0,0.5687046,[City]PragueBlue
0.7577829,-0.6514839,-0.03652241,-170.1705,-13.26382,0,0.5814915,[City]PragueBlue
0.7503831,-0.6599522,-0.03725984,-191.7345,-14.35013,0,0.5946255,[Board]
0.6701151,-0.7416268,-0.03058413,-357.5688,-4.686032,0,0.6087399,[Board]
0.6665172,-0.7448339,-0.03126149,-363.5431,-5.766408,0,0.6277752,[Board]
0.6536011,-0.7561485,-0.03232748,-382.989,-7.390878,0,0.6396313,[Board]
0.6547897,-0.7551572,-0.03143339,-380.4139,-7.484361,0,0.6509113,[Board]
0.658316,-0.7521014,-0.03104299,-374.7846,-7.836044,0,0.6618881,[Board]
0.6589252,-0.7519343,-0.02030749,-375.0263,1.587059,0,0.6761684,[Board]
0.6600524,-0.7509928,-0.01845433,-374.0679,2.657625,0,0.6893463,[Board]
0.6685383,-0.743542,-0.01420499,-360.9164,5.807881,0,0.7046432,[Board]
0.6667147,-0.7451987,-0.01305477,-364.9106,6.055974,0,0.7181797,[Board]
0.6649144,-0.7468136,-0.01258566,-369.057,5.588082,0,0.732132,[Board]
0.6683366,-0.7437834,-0.01060692,-364.3506,6.542155,0,0.7455616,[Board]
0.6651877,-0.7466033,-0.01043585,-370.2155,5.9315,0,0.7593536,[Board]
0.6694772,-0.7427694,-0.009689718,-363.2598,5.947761,0,0.7729721,[Board]
0.6673058,-0.7447224,-0.009560507,-367.1696,5.163707,0,0.7878723,[Board]
0.6726797,-0.7399195,-0.004595979,-357.8837,9.153261,0,0.8039742,[Board]
0.6714889,-0.7409975,-0.005030984,-359.9247,7.862152,0,0.8180485,[Board]
0.6707739,-0.7416425,-0.00535401,-361.0309,6.98884,0,0.8287697,[Board]
0.6719275,-0.7405999,-0.005031371,-358.8487,6.527342,0,0.8440456,[Board]
0.6724576,-0.7401226,-0.004411077,-357.1519,6.351853,0,0.8562393,[Board]
0.6728971,-0.7397313,-0.002673651,-356.2015,7.30899,0,0.8701191,[Board]
0.674013,-0.7387148,-0.002612116,-353.932,6.721031,0,0.8851357,[Board]
0.6813914,-0.7319192,-0.0001819502,-340.6341,8.512123,0,0.8990154,[City]RomeYellow
