dirx,diry,dirz,bx,by,bz,timeStamp,object
0.7055745,-0.7044244,-0.07714245,-134.6003,-49.16661,0,0,[Board]
0.7074113,-0.7032759,-0.07051434,-131.9398,-41.79733,0,0.1912203,[Board]
0.7084188,-0.7019022,-0.07400066,-131.5929,-49.41735,0,0.218729,[Board]
0.7096815,-0.7007267,-0.07303526,-131.0583,-49.70849,0,0.2594061,[Board]
0.7163281,-0.6944422,-0.06800014,-107.4099,-40.99691,0,0.3049679,[Board]
0.7137287,-0.6968359,-0.07078973,-112.7031,-41.82364,0,0.3653173,[Board]
0.7094362,-0.7015785,-0.06699073,-127.0535,-33.88134,0,0.405406,[City]PragueBlue
0.7060398,-0.705056,-0.06636018,-137.3758,-31.60334,0,0.4329605,[City]PragueBlue
0.7090548,-0.7020755,-0.06581157,-124.4797,-30.52406,0,0.458931,[CityCard]StockholmRed
0.7097982,-0.7012756,-0.06632534,-120.2331,-30.52078,0,0.5140047,[CityCard]StockholmRed
0.7071983,-0.7038595,-0.06672551,-128.6332,-30.52059,0,0.5474367,[CityCard]StockholmRed
0.7043766,-0.7066882,-0.06667395,-137.3833,-28.93694,0,0.5992565,[CityCard]StockholmRed
0.7119042,-0.698502,-0.07271487,-107.8992,-38.13486,0,0.6582804,[Board]
0.718003,-0.692875,-0.0663017,-88.78342,-28.70953,0,0.7110023,[Board]
0.7102724,-0.7002773,-0.07158745,-112.6841,-35.701,0,0.7571955,[Board]
0.7070302,-0.7024115,-0.08201446,-123.9289,-54.62018,0,0.8015633,[Board]
0.6983339,-0.7152758,-0.02665117,-155.4261,24.69851,0,0.8545151,[CityCard]HelsinkiRed
0.6456013,-0.7635626,-0.01307623,-294.1816,39.50318,0,0.9040318,[City]RomeYellow
0.6539085,-0.7551323,-0.04668057,-280.6031,-13.36953,0,0.9640064,[City]RomeYellow
0.6522225,-0.7570552,-0.03838492,-298.4341,-12.85489,0,1.014414,[City]RomeYellow
0.6422241,-0.7658816,-0.03120038,-329.1982,-13.72071,0,1.065845,[City]RomeYellow
0.6388134,-0.76891,-0.02636185,-335.4099,-14.02652,0,1.111054,[City]RomeYellow
0.6495845,-0.7599677,-0.02211816,-312.092,-14.10936,0,1.15192,[City]RomeYellow
0.63857,-0.7691106,-0.02640757,-336.0906,-20.65643,0,1.194554,[City]RomeYellow
0.5689232,-0.7938371,-0.2148231,-442.6205,-259.0548,0,1.250672,[Board]
0.5660203,-0.7942681,-0.2208149,-443.1657,-269.8201,0,1.307599,[Board]
0.5737644,-0.7879008,-0.2236218,-425.1284,-276.9113,0,1.345439,[Board]
0.5752797,-0.7894357,-0.2141134,-423.1191,-263.0443,0,1.388265,[Board]
0.5850214,-0.7863905,-0.1983427,-410.2022,-242.5581,0,1.445541,[Board]
0.5796008,-0.7932869,-0.1864372,-422.9947,-226.2315,0,1.493515,[Board]
0.5809568,-0.8123195,-0.0512455,-436.388,-59.03077,0,1.545039,[Board]
0.586136,-0.8084475,-0.05345355,-425.2198,-62.77554,0,1.593372,[Board]
0.5896412,-0.8056492,-0.05703084,-418.047,-68.07082,0,1.645169,[Board]
0.5894297,-0.8060582,-0.05331903,-418.5602,-63.81765,0,1.698017,[Board]
0.5489528,-0.819217,-0.1659345,-480.4109,-198.037,0,1.754933,[Board]
