dirx,diry,dirz,bx,by,bz,timeStamp,object
0.03694048,-0.7628201,0.6455547,-89.72779,19.75976,0,0,[City]BerlinBlue
0.04520218,-0.7569686,0.6518859,-78.63007,36.84715,0,0.1652374,[Board]
0.04566384,-0.755366,0.6537102,-77.96783,42.27922,0,0.190815,[Board]
0.05143972,-0.769717,0.6363094,-71.71229,6.805808,0,0.2020607,[City]HamburgBlue
0.04893406,-0.7665705,0.6402929,-74.62806,16.25486,0,0.2246933,[City]BerlinBlue
0.04539505,-0.7703339,0.6360227,-79.59256,8.303077,0,0.31528,[City]BerlinBlue
0.04130844,-0.7743636,0.631391,-84.73454,2.474785,0,0.3326015,[CityCard]PragueBlue
0.03365468,-0.7700711,0.6370696,-92.07227,17.01832,0,0.3819284,[CityCard]PragueBlue
0.03231127,-0.7720466,0.634744,-93.43735,13.95494,0,0.4227076,[CityCard]PragueBlue
0.03056127,-0.7719726,0.6349207,-93.95161,15.49106,0,0.4439735,[CityCard]PragueBlue
0.03920815,-0.7727255,0.6335283,-81.85858,14.97317,0,0.4707546,[CityCard]PragueBlue
0.03700549,-0.7719696,0.6345814,-83.5791,18.33156,0,0.4879303,[CityCard]PragueBlue
0.03924809,-0.77499,0.6307536,-80.09261,11.44208,0,0.5049381,[CityCard]PragueBlue
0.0391876,-0.7754852,0.6301484,-80.03133,10.51545,0,0.511013,[CityCard]PragueBlue
0.03762291,-0.7754116,0.6303343,-81.06631,12.09051,0,0.5240622,[City]BerlinBlue
0.03608823,-0.7755089,0.6303043,-82.0259,13.50194,0,0.5391111,[City]BerlinBlue
0.03492976,-0.775746,0.6300778,-82.91695,14.48855,0,0.5524521,[City]BerlinBlue
0.03526571,-0.7767322,0.6288429,-81.94017,13.39384,0,0.5665054,[City]BerlinBlue
0.03440516,-0.7766039,0.629049,-82.37581,14.9601,0,0.5801783,[City]BerlinBlue
0.03807351,-0.7756416,0.6300241,-77.1058,18.27065,0,0.5990181,[City]BerlinBlue
0.03685461,-0.7754698,0.6303082,-77.95274,20.06263,0,0.6123486,[City]BerlinBlue
0.0365522,-0.7752874,0.6305501,-77.65218,21.22194,0,0.6225681,[City]BerlinBlue
0.0365079,-0.7753065,0.6305292,-77.24664,22.13106,0,0.6399403,[City]BerlinBlue
0.03798942,-0.7818245,0.6223401,-75.25249,6.256737,0,0.6537437,[City]BerlinBlue
0.03895467,-0.78146,0.6227381,-73.49702,8.374826,0,0.6630669,[Board]
0.03698874,-0.7804364,0.6241401,-75.75286,12.05806,0,0.6776562,[City]BerlinBlue
0.03572277,-0.781082,0.6234058,-77.0368,11.64522,0,0.6914511,[City]BerlinBlue
0.03395913,-0.7801087,0.6247217,-78.80933,14.92448,0,0.70502,[CityCard]MinskRed
0.03282735,-0.7791957,0.6259204,-79.64568,18.02802,0,0.7198,[CityCard]MinskRed
0.0327513,-0.7781354,0.6272421,-78.88587,21.43055,0,0.7333469,[CityCard]MinskRed
0.03179019,-0.7773029,0.6283228,-79.33057,24.25991,0,0.7478905,[CityCard]MinskRed
0.03121555,-0.7781009,0.6273632,-79.47222,22.82992,0,0.7616701,[CityCard]MinskRed
0.03015935,-0.7776472,0.6279771,-80.34207,24.42658,0,0.7763262,[CityCard]MinskRed
0.02911482,-0.7771491,0.6286426,-81.13078,26.38661,0,0.795167,[CityCard]MinskRed
0.02419381,-0.7780586,0.6277256,-87.21462,24.60875,0,0.8071003,[CityCard]MinskRed
0.02224041,-0.7776257,0.628334,-89.37364,26.86389,0,0.8195,[CityCard]MinskRed
0.0209185,-0.7771579,0.6289579,-90.59422,28.76364,0,0.8499956,[CityCard]MinskRed
0.01827906,-0.7762172,0.6302006,-93.0424,32.5656,0,0.8650761,[CityCard]MinskRed
0.01696119,-0.7757443,0.6308194,-94.27028,34.47026,0,0.8711519,[CityCard]MinskRed
0.01564353,-0.7752692,0.6314372,-95.50213,36.37947,0,0.8836136,[Board]
0.01300887,-0.7743129,0.6326693,-97.97568,40.20744,0,0.918395,[Board]
0.01169189,-0.7738317,0.6332834,-99.21805,42.12682,0,0.9247169,[Board]
-0.06711459,-0.7592543,0.6473242,-225.7524,89.67833,0,0.9375658,[City]GenevaYellow
-0.1043149,-0.742658,0.6614965,-287.1537,136.5891,0,0.9622908,[Board]
-0.1334192,-0.7283901,0.672047,-338.9997,177.6923,0,0.9714947,[Board]
-0.1782288,-0.7060616,0.685355,-421.1379,238.1848,0,0.9816017,[Board]
-0.2232335,-0.6821868,0.6962672,-511.535,300.4264,0,0.9918795,[Board]
-0.3763568,-0.6188576,0.6894714,-819.759,407.9945,0,1.005638,[Board]
-0.4222854,-0.586535,0.6911235,-954.1239,485.6133,0,1.019429,[Board]
-0.4253339,-0.6104402,0.668172,-928.2678,408.476,0,2.814106,[Board]
-0.3746378,-0.6477042,0.6634198,-784.2065,321.9142,0,2.823849,[Board]
-0.3257117,-0.6764467,0.6605541,-663.7131,253.4815,0,2.83727,[Board]
-0.2723228,-0.7101008,0.649305,-546.0952,177.268,0,2.851264,[Board]
-0.217446,-0.7237047,0.6549571,-447.525,164.7541,0,2.865021,[Board]
-0.1768684,-0.7356732,0.6538368,-376.6364,144.5948,0,2.878838,[Board]
-0.1431583,-0.7474661,0.6486911,-318.4489,114.1263,0,2.892891,[Board]
-0.09793975,-0.7647144,0.6368827,-246.9904,65.00577,0,2.90653,[Board]
-0.06548484,-0.7841145,0.6171517,-193.3562,13.10919,0,2.920104,[City]GenevaYellow
0.03207363,-0.7852328,0.6183694,-67.46262,14.68159,0,2.935406,[City]HamburgBlue
0.05270816,-0.7835675,0.6190669,-37.58717,22.10442,0,2.953088,[City]HamburgBlue
0.07417645,-0.7828218,0.617809,-7.475098,23.50089,0,2.965582,[City]CopenhagenRed
0.129092,-0.8080984,0.5747278,57.85997,-52.75395,0,2.975962,[Board]
0.1393051,-0.8010148,0.5822107,71.78956,-48.30424,0,2.989721,[Board]
0.1835736,-0.7979279,0.5741183,128.4969,-54.77239,0,3.002348,[City]StockholmRed
0.1888112,-0.800467,0.5688611,137.6567,-63.30834,0,3.017225,[City]StockholmRed
0.190769,-0.7863217,0.5876268,143.1153,-25.1462,0,3.030525,[City]StockholmRed
0.1934457,-0.7881995,0.5842263,147.0647,-29.37675,0,3.044535,[City]StockholmRed
0.1945217,-0.7903692,0.5809284,147.4793,-36.28284,0,3.058865,[City]StockholmRed
0.1347978,-0.7892087,0.5991488,77.60114,-14.36252,0,3.073162,[City]StockholmRed
0.131479,-0.7931807,0.594624,71.91022,-21.96059,0,3.087342,[Board]
0.06726519,-0.7787662,0.6236975,-2.507116,26.71849,0,3.108507,[City]CopenhagenRed
0.0632342,-0.7810529,0.621255,-8.459627,22.5576,0,3.118609,[City]CopenhagenRed
0.05809724,-0.7828937,0.6194369,-15.26628,18.18445,0,3.128581,[City]CopenhagenRed
0.006887525,-0.7813305,0.6240795,-77.21456,23.56138,0,3.141341,[City]BerlinBlue
0.00120765,-0.7844214,0.620227,-85.04016,14.905,0,3.156564,[City]BerlinBlue
-0.02203204,-0.7805509,0.6247038,-113.5821,23.64703,0,3.169724,[City]BerlinBlue
-0.02775352,-0.7819412,0.6227341,-121.479,21.36573,0,3.183579,[City]BerlinBlue
-0.03726622,-0.7798493,0.624857,-133.6238,27.08886,0,3.197786,[Board]
-0.04439681,-0.7792804,0.6251008,-141.988,28.85443,0,3.212975,[Board]
-0.0489005,-0.7808402,0.6228141,-147.8773,25.30646,0,3.226786,[Board]
-0.05488672,-0.7757206,0.6286851,-156.2393,36.74221,0,3.240324,[Board]
-0.05892209,-0.7770025,0.6267339,-161.2236,33.46205,0,3.258133,[Board]
-0.04812864,-0.7766802,0.6280537,-148.0993,34.49068,0,3.271781,[Board]
-0.04998,-0.778345,0.6258442,-149.3288,30.12065,0,3.281456,[Board]
-0.0509644,-0.7796146,0.6241825,-149.8153,27.38416,0,3.295129,[Board]
-0.03358334,-0.7741898,0.632062,-128.4572,43.02733,0,3.311504,[Board]
-0.03320025,-0.7736817,0.632704,-126.9774,45.92862,0,3.322688,[Board]
-0.02792651,-0.7723373,0.6345985,-119.651,50.04082,0,3.3375,[Board]
-0.02679705,-0.7722028,0.6348107,-117.1502,50.55272,0,3.351847,[Board]
-0.02567441,-0.7726601,0.6343005,-114.9255,49.11017,0,3.365514,[Board]
-0.01791915,-0.7777297,0.6283433,-104.5558,37.14827,0,3.379915,[Board]
-0.01851103,-0.7783663,0.6275375,-104.5774,35.97793,0,3.393573,[Board]
0.008231577,-0.8321184,0.554537,-73.07771,-92.1067,0,3.411373,[City]WarsawRed
0.006661306,-0.8324033,0.5541303,-74.27985,-92.58655,0,3.42487,[City]WarsawRed
0.005486325,-0.8328819,0.5534236,-74.6787,-94.20198,0,3.434464,[City]WarsawRed
0.00490953,-0.8337612,0.5521033,-74.4386,-96.73179,0,3.448173,[City]WarsawRed
0.004432753,-0.8340595,0.5516566,-74.0351,-97.71721,0,3.462279,[City]WarsawRed
