dirx,diry,dirz,bx,by,bz,timeStamp,object
0.7217938,-0.6921082,-0.0002301877,-174.2093,7.268784,0,0,[Board]
0.7233202,-0.6905023,0.003790897,-168.3632,18.72196,0,0.3167391,[Board]
0.72205,-0.6918406,0.0005586398,-172.9383,14.19416,0,0.3542786,[Board]
0.7211538,-0.6926146,-0.01490993,-176.9598,-9.87809,0,0.4049387,[Board]
0.7264923,-0.6871387,-0.007031801,-160.8964,-0.009197976,0,0.4325418,[City]PragueBlue
0.7222872,-0.6915927,-0.0008359624,-175.9603,6.77199,0,0.4878445,[Board]
0.7221827,-0.6916991,-0.002119093,-176.8957,2.238692,0,0.542696,[Board]
0.7252351,-0.6884848,-0.004776434,-168.5089,-7.345334,0,0.5827961,[City]PragueBlue
0.7252514,-0.6884505,-0.006806295,-168.324,-13.61038,0,0.633605,[City]PragueBlue
0.7256732,-0.6880191,-0.005307646,-166.6585,-14.52355,0,0.6637621,[City]PragueBlue
0.7330456,-0.6801664,-0.004213979,-143.9444,-18.10216,0,0.7043409,[City]PragueBlue
0.7220028,-0.6918756,-0.004496638,-180.8524,-25.9437,0,0.7581472,[Board]
0.6630211,-0.7483553,-0.01916701,-341.5484,-48.99553,0,0.7995005,[Board]
0.6565111,-0.7542346,-0.01111324,-359.0656,-39.76339,0,0.8281813,[Board]
0.6606953,-0.7506251,-0.006609026,-350.36,-33.35677,0,0.8618927,[Board]
0.6707112,-0.7417064,-0.004267645,-325.6682,-32.77174,0,0.9122496,[City]RomeYellow
0.6709372,-0.741512,-0.001783577,-322.5502,-30.56536,0,0.9649391,[City]RomeYellow
0.6758626,-0.7370266,-0.001217006,-308.6346,-30.71641,0,1.00782,[City]RomeYellow
0.673882,-0.7388377,-0.001353759,-312.3221,-30.72975,0,1.040357,[City]RomeYellow
0.6777345,-0.7352933,0.004440146,-302.9916,-21.94031,0,1.070485,[City]RomeYellow
0.6829746,-0.7276907,0.06333935,-285.5043,59.34082,0,1.11982,[Board]
0.68216,-0.7281078,0.06720781,-287.1478,65.38604,0,1.174073,[Board]
0.6792332,-0.7309763,0.06569667,-295.5136,63.43745,0,1.219984,[Board]
0.6771597,-0.732786,0.06692787,-299.3241,65.19597,0,1.249943,[Board]
0.6774935,-0.7325286,0.06636651,-297.6668,65.01029,0,1.302527,[Board]
0.6796486,-0.7307089,0.06436095,-291.1406,63.18879,0,1.355429,[Board]
0.679322,-0.7310297,0.06416406,-291.618,63.51565,0,1.400368,[Board]
0.677852,-0.7323527,0.06462372,-295.5089,64.92443,0,1.432175,[Board]
0.674008,-0.7365205,0.0570156,-305.982,55.65825,0,1.48318,[City]RomeYellow
0.6745098,-0.73576,0.06077615,-304.0617,62.45754,0,1.53782,[Board]
0.6756265,-0.7346939,0.06126738,-301.2559,64.46006,0,1.583591,[Board]
0.6786808,-0.7320567,0.05903616,-293.9734,62.49683,0,1.6142,[Board]
0.6848736,-0.7260439,0.06171148,-277.3938,68.12756,0,1.665325,[Board]
0.6740851,-0.738024,0.03049442,-307.2541,25.98508,0,1.718015,[City]RomeYellow
0.6741306,-0.7379504,0.03125902,-307.5506,27.8119,0,1.76427,[City]RomeYellow
0.6933035,-0.7198088,0.03471967,-258.1121,33.33421,0,1.794339,[Board]
0.6932783,-0.7199633,0.03191064,-257.6447,29.62074,0,1.845312,[Board]
0.6900088,-0.7230556,0.0328406,-266.4162,30.94245,0,1.900209,[Board]
0.6894732,-0.7236185,0.03166915,-268.0583,29.49442,0,1.944408,[Board]
0.6880619,-0.7246808,0.03753023,-271.6031,37.57557,0,1.974989,[Board]
0.6834934,-0.7280718,0.05242305,-281.8263,57.27092,0,2.003858,[City]RomeYellow
0.6831312,-0.7277769,0.06060183,-282.5584,68.22711,0,2.054825,[Board]
0.6840388,-0.7267678,0.06244602,-279.9751,70.75135,0,2.112038,[Board]
0.6858048,-0.7250254,0.06332467,-274.8243,72.13526,0,2.141559,[Board]
0.6851485,-0.7257248,0.06241003,-276.8522,70.7009,0,2.170597,[Board]
0.6818005,-0.7291121,0.0595293,-286.1234,66.11957,0,2.220444,[Board]
0.6821068,-0.7287254,0.06074219,-285.8081,67.98283,0,2.276866,[Board]
0.681035,-0.729521,0.0631701,-288.5394,71.13184,0,2.320926,[Board]
0.6812318,-0.7293325,0.06322456,-288.1602,71.08746,0,2.348756,[Board]
0.683266,-0.7276542,0.06055604,-283.3962,67.38622,0,2.379465,[Board]
0.6836788,-0.7273597,0.05942346,-282.0645,65.17244,0,2.432362,[Board]
0.6845003,-0.7266413,0.05875242,-279.4547,64.04716,0,2.472055,[Board]
0.6810583,-0.729793,0.05968102,-288.3844,64.83052,0,2.502266,[Board]
0.6781225,-0.7327217,0.05717259,-295.9393,60.64463,0,2.553901,[Board]
0.6639084,-0.7476227,0.01690968,-333.7637,4.906705,0,2.588985,[City]RomeYellow
0.6625554,-0.7488988,0.01307403,-336.9912,-0.6703405,0,2.627935,[City]RomeYellow
0.6630736,-0.7484647,0.01157744,-335.3488,-3.121558,0,2.65685,[City]RomeYellow
0.6570258,-0.7537544,0.01308769,-349.6682,-1.499094,0,2.693836,[Board]
0.661907,-0.7494269,0.01544022,-337.4309,1.398585,0,2.73572,[City]RomeYellow
0.658587,-0.7523171,0.01679896,-344.861,3.296782,0,2.782233,[Board]
0.6573089,-0.7533997,0.01827227,-348.2134,5.411644,0,2.813943,[Board]
0.6409217,-0.7671753,0.02572019,-385.3867,14.81312,0,2.840579,[Board]
0.638912,-0.7688543,0.02558382,-389.2741,14.45722,0,2.89012,[Board]
0.6396081,-0.7682913,0.02509551,-386.8827,13.93159,0,2.946392,[Board]
0.6392675,-0.7687891,0.01733163,-387.7215,3.72127,0,2.978686,[Board]
0.6385494,-0.7693564,0.01858328,-389.3783,5.039879,0,3.006409,[Board]
0.6398801,-0.7681432,0.02256872,-386.771,10.17665,0,3.057122,[Board]
0.6396489,-0.7684637,0.01769046,-387.9572,3.661508,0,3.11448,[Board]
0.6404885,-0.7677066,0.02002645,-385.809,6.814969,0,3.145761,[Board]
0.6323006,-0.7746885,0.007329557,-403.8898,-9.27638,0,3.174063,[Board]
0.6086161,-0.792649,-0.03597147,-452.1961,-63.17009,0,3.224626,[Board]
0.6016708,-0.7977276,-0.04028553,-465.3861,-67.79127,0,3.266764,[Board]
0.6011212,-0.797901,-0.04480229,-466.4639,-73.73592,0,3.298365,[Board]
0.6012236,-0.7977875,-0.04544408,-466.1462,-74.54253,0,3.349045,[Board]
0.5988702,-0.7997733,-0.04143707,-471.2264,-69.58298,0,3.404774,[Board]
0.5963974,-0.801569,-0.04239458,-475.9706,-70.92676,0,3.44894,[Board]
0.6010345,-0.7933356,-0.09683006,-462.2783,-139.8296,0,3.479871,[Board]
0.5985702,-0.794934,-0.09896286,-466.2939,-142.871,0,3.531847,[Board]
0.5995623,-0.7941315,-0.09939945,-464.8308,-143.8434,0,3.586445,[Board]
0.5994313,-0.7942046,-0.09960513,-464.8832,-144.5521,0,3.630433,[Board]
0.5992588,-0.7945328,-0.09801233,-465.3091,-142.5711,0,3.662715,[Board]
0.5965399,-0.7976637,-0.0887277,-471.8951,-130.8126,0,3.713949,[Board]
0.5960964,-0.7979349,-0.08926898,-472.8407,-131.5507,0,3.755249,[Board]
0.5971045,-0.7967979,-0.09262414,-470.0943,-135.7187,0,3.790856,[Board]
0.5999548,-0.794216,-0.0963083,-463.7605,-140.444,0,3.841169,[Board]
0.5990772,-0.7937158,-0.1054603,-464.6216,-151.6613,0,3.892389,[Board]
0.5988223,-0.7923418,-0.1166461,-464.1303,-165.7623,0,3.924813,[Board]
0.6086174,-0.7832754,-0.1267457,-443.0648,-180.105,0,3.980675,[Board]
0.607379,-0.7846315,-0.1242747,-446.0503,-176.7548,0,4.036075,[Board]
0.607128,-0.7846933,-0.1251076,-446.4826,-177.9873,0,4.064865,[Board]
0.6065022,-0.7844315,-0.1297012,-446.7189,-183.791,0,4.104204,[Board]
0.6065542,-0.785526,-0.1226412,-447.5345,-174.6595,0,4.160927,[Board]
0.6093951,-0.7835271,-0.1213379,-442.2414,-173.185,0,4.19366,[Board]
0.605414,-0.7862892,-0.1233826,-449.9937,-175.045,0,4.242226,[Board]
0.6052572,-0.7863339,-0.1238661,-450.279,-175.6059,0,4.296009,[Board]
0.6047879,-0.787157,-0.1208947,-451.6698,-171.793,0,4.340758,[Board]
0.6027184,-0.7880278,-0.1254704,-454.7136,-177.4236,0,4.374362,[Board]
0.6004618,-0.7897508,-0.1254565,-459.2362,-176.7514,0,4.424902,[Board]
0.6143266,-0.7804301,-0.1163262,-432.1581,-167.0577,0,4.479805,[Board]
0.6152177,-0.7798044,-0.1158111,-430.4335,-166.2865,0,4.524886,[Board]
0.7503635,-0.6606036,-0.02361084,-86.93293,-54.8773,0,4.556662,[Board]
0.7474945,-0.6638846,-0.02256577,-96.26128,-53.34444,0,4.606344,[Board]
0.7487709,-0.6624675,-0.02188388,-91.08916,-52.73259,0,4.65914,[Board]
0.7501401,-0.6610087,-0.01890158,-85.92747,-48.41754,0,4.704556,[Board]
0.7515107,-0.6595207,-0.01625133,-82.20404,-44.2448,0,4.736442,[Board]
0.7545599,-0.6561117,-0.01251854,-70.78529,-38.45484,0,4.786723,[City]HamburgBlue
0.7667157,-0.6419797,0.003010123,-26.25622,-14.45691,0,4.8421,[City]HamburgBlue
0.8140181,-0.5792522,0.04291286,183.264,54.31578,0,4.877923,[Board]
0.8178515,-0.5742592,0.03667897,202.8697,44.05685,0,4.928143,[Board]
0.8156711,-0.5774285,0.03545239,191.3939,41.47419,0,4.979898,[Board]
0.8149902,-0.5783744,0.03569534,187.2157,41.95106,0,5.01388,[Board]
0.8159217,-0.5772059,0.03324356,191.4813,38.23207,0,5.052316,[Board]
0.8152839,-0.5777746,0.03858424,188.5727,47.73994,0,5.084151,[Board]
0.8140211,-0.5795302,0.03891636,181.7065,48.35519,0,5.13335,[Board]
0.8143085,-0.5791732,0.03821182,183.2514,47.38116,0,5.173848,[Board]
0.8114585,-0.5830696,0.03955911,168.5634,49.31541,0,5.208385,[Board]
0.7346743,-0.6775807,0.03373488,-136.7889,31.64514,0,5.262216,[Board]
0.7117875,-0.7017756,0.029489,-206.0501,24.16634,0,5.292449,[City]GenevaYellow
0.7127103,-0.7008098,0.03016043,-203.3986,25.31414,0,5.343993,[City]GenevaYellow
0.7115149,-0.7017531,0.03590374,-206.7456,33.1981,0,5.400535,[City]GenevaYellow
0.7110786,-0.7022383,0.03505185,-208.2903,31.80547,0,5.443385,[City]GenevaYellow
0.7106605,-0.702669,0.03490109,-209.4858,31.7014,0,5.473813,[City]GenevaYellow
0.7114983,-0.7021022,0.02868151,-207.0287,23.18623,0,5.526181,[City]GenevaYellow
0.7094283,-0.7042177,0.02808977,-212.7406,22.45723,0,5.582725,[City]GenevaYellow
0.671084,-0.7408027,0.02928424,-313.174,22.27217,0,5.625936,[City]RomeYellow
0.671066,-0.7408118,0.02946616,-313.3488,22.77129,0,5.666493,[City]RomeYellow
0.6753006,-0.7368594,0.03173701,-303.7849,26.02689,0,5.697944,[City]RomeYellow
0.6728611,-0.7390339,0.03296817,-309.7523,27.44426,0,5.752088,[City]RomeYellow
0.6715577,-0.7401913,0.03357207,-312.4595,27.88413,0,5.79353,[City]RomeYellow
0.6727184,-0.7391621,0.03300618,-309.0474,26.81215,0,5.844598,[City]RomeYellow
0.6708329,-0.7410481,0.02882732,-314.4532,20.75797,0,5.877141,[City]RomeYellow
0.6701671,-0.7416817,0.02800683,-316.4296,19.16311,0,5.932233,[City]RomeYellow
0.6692826,-0.7423238,0.03187698,-318.1501,24.40873,0,5.973676,[City]RomeYellow
