dirx,diry,dirz,bx,by,bz,timeStamp,object
0.751195,-0.6565916,-0.0677754,-98.51331,-37.93574,0,0,[Board]
0.7590327,-0.6490041,-0.05160385,-83.4076,-17.88896,0,0.1745291,[Board]
0.7622921,-0.64507,-0.05287243,-74.42762,-17.59831,0,0.2034912,[Board]
0.7666276,-0.6397167,-0.05517807,-60.55951,-20.04328,0,0.2233868,[City]HamburgBlue
0.7647988,-0.6418943,-0.0552674,-65.92332,-20.2851,0,0.2606897,[City]HamburgBlue
0.757683,-0.649965,-0.05883776,-84.34196,-24.52423,0,0.2980881,[Board]
0.7574304,-0.6500764,-0.06082692,-84.4326,-27.16355,0,0.3244009,[Board]
0.7549616,-0.6533324,-0.05647828,-91.6551,-22.67112,0,0.3429689,[Board]
0.7529855,-0.6555293,-0.05739521,-97.43183,-24.15268,0,0.3576727,[Board]
0.7494062,-0.6595693,-0.05795405,-107.496,-24.94565,0,0.3714418,[Board]
0.7473083,-0.6619792,-0.05756613,-113.7116,-24.82671,0,0.3802567,[Board]
0.7452722,-0.6644176,-0.05584383,-121.6098,-23.05005,0,0.3917904,[CityCard]MadridYellow
0.7418099,-0.6683857,-0.05457618,-132.5023,-22.00633,0,0.4079151,[CityCard]MadridYellow
0.7375774,-0.6731454,-0.05343008,-145.5514,-20.98174,0,0.4217911,[CityCard]MadridYellow
0.7204922,-0.6922841,-0.04041947,-188.7778,-6.680082,0,0.4324989,[CityCard]MadridYellow
0.7120964,-0.7009019,-0.040684,-210.5224,-7.151899,0,0.4472017,[Board]
0.5834695,-0.8121325,0.002044977,-426.4179,35.61948,0,0.4633751,[Board]
0.57627,-0.8172574,0.001811301,-437.1985,34.64603,0,0.473134,[Board]
0.5735345,-0.8191792,0.00187543,-440.7139,34.27917,0,0.4856825,[Board]
0.5343733,-0.8452389,0.004044938,-486.9274,36.00197,0,0.5005083,Cube not in City
0.5368212,-0.843679,0.005356332,-483.2415,36.35452,0,0.5185289,Cube not in City
0.5416645,-0.8405673,0.00679485,-477.3969,37.04789,0,0.5332594,Cube not in City
0.544725,-0.8385698,0.00868629,-474.2145,38.15596,0,0.5422564,Cube not in City
0.556573,-0.8307137,0.01188418,-460.5679,40.47374,0,0.5551624,Cube not in City
0.5577999,-0.8298686,0.01331577,-460.1118,41.35221,0,0.5675344,Cube not in City
0.5575441,-0.8300255,0.01422213,-461.7784,41.554,0,0.5828047,Cube not in City
0.5658411,-0.8243418,0.01686477,-452.5964,43.15986,0,0.5948877,[Board]
0.5636997,-0.8258039,0.01704258,-456.4823,42.60867,0,0.6093369,[Board]
0.5619641,-0.8269858,0.01705024,-459.6356,41.95356,0,0.6214676,[Board]
0.5656641,-0.8244758,0.01624248,-455.8524,40.65968,0,0.6426382,Cube not in City
0.5695068,-0.8217623,0.01920371,-451.4135,42.67361,0,0.6719217,[Board]
