dirx,diry,dirz,bx,by,bz,timeStamp,object
0.7055293,-0.7063384,-0.05757134,-189.7737,-23.9009,0,0,[Board]
0.7072802,-0.7043627,-0.06023301,-183.2523,-28.98823,0,0.333334,[Board]
0.7075014,-0.7047787,-0.05223597,-180.2991,-22.10378,0,0.5014172,[Board]
0.7093105,-0.7024779,-0.05833898,-171.008,-44.87504,0,0.5465355,[City]ViennaYellow
0.7161205,-0.6978058,-0.01543913,-144.4578,10.73935,0,0.7370968,[Board]
0.6568223,-0.7525411,0.04760578,-262.7469,75.04995,0,1.070429,[Board]
0.6420323,-0.7652106,0.04740555,-294.7019,66.21504,0,1.124672,[Board]
0.6396786,-0.7666492,0.05532049,-301.7026,74.63821,0,1.343195,[Board]
0.6311409,-0.7734873,0.0581247,-320.3249,77.15623,0,1.367168,[Board]
0.6221125,-0.7804345,0.06243479,-338.697,81.01353,0,1.476631,[Board]
0.6208795,-0.7813244,0.06356721,-341.9407,82.49879,0,1.570112,[Board]
0.6157207,-0.7851871,0.06610053,-354.1862,84.87474,0,1.602705,[Board]
0.6168947,-0.7840558,0.06853773,-350.8948,86.88306,0,1.654259,[Board]
0.6127399,-0.7873,0.06861958,-358.1501,85.65215,0,1.711868,[Board]
0.6068575,-0.7920348,0.06636865,-371.0687,82.76274,0,1.774151,[Board]
0.6070538,-0.7911869,0.07422253,-371.1426,93.53913,0,1.823322,[Board]
0.5989248,-0.7967725,0.08026627,-386.9766,100.1614,0,1.884748,[Board]
0.5824738,-0.809278,0.07611465,-417.5435,93.19926,0,2.064175,[Board]
0.5824436,-0.8087838,0.08141422,-418.2334,100.065,0,2.089626,[Board]
0.5721733,-0.814622,0.09491449,-436.6641,116.2874,0,2.210632,[Board]
0.5709742,-0.8145747,0.1022578,-438.3979,125.3322,0,2.282703,[Board]
0.5719643,-0.8139058,0.1020497,-437.1829,125.3494,0,2.368635,[Board]
0.5742182,-0.8126017,0.09975952,-434.1047,122.6192,0,2.398903,[Board]
0.5636073,-0.8203011,0.09722707,-453.5619,118.7644,0,2.450327,Cube not in City
0.548561,-0.8309327,0.09290683,-480.4439,111.8225,0,2.497545,Cube not in City
0.548325,-0.8305236,0.09782806,-480.0361,117.6326,0,2.544313,Cube not in City
0.5302216,-0.8407753,0.1093706,-509.2691,129.8709,0,2.592474,Cube not in City
0.5220197,-0.8442852,0.1211522,-521.4856,143.4578,0,2.6626,Cube not in City
0.5174289,-0.848435,0.1114691,-529.326,132.049,0,2.817076,Cube not in City
0.5235748,-0.844326,0.113943,-519.6824,136.0034,0,2.844669,Cube not in City
0.5221511,-0.844309,0.1204181,-522.0764,143.5971,0,2.916283,Cube not in City
0.5195547,-0.8460128,0.1196882,-524.9818,142.9433,0,2.971533,Cube not in City
0.4734053,-0.869736,0.139452,-594.6939,161.0828,0,3.04072,[Board]
0.4816732,-0.8649868,0.140673,-581.9039,163.0794,0,3.170015,[Board]
0.4846557,-0.8633389,0.1405516,-577.4258,162.546,0,3.202192,[Board]
0.4681241,-0.8717378,0.1446823,-601.7958,165.0404,0,3.250013,[Board]
0.4642875,-0.8739982,0.1434021,-607.6526,163.3123,0,3.372728,[Board]
0.4677431,-0.8726146,0.1405707,-602.5442,160.7115,0,3.401035,[Board]
0.4679211,-0.8716717,0.1457336,-601.592,166.8343,0,3.462708,[Board]
0.4647606,-0.8734627,0.1451225,-606.5142,165.3979,0,3.518259,[Board]
0.4464872,-0.8801904,0.160978,-631.1027,181.9883,0,3.563358,[Board]
0.4418096,-0.8812546,0.1679128,-637.2722,189.5213,0,3.617067,[Board]
0.4352862,-0.8841556,0.1696904,-645.7438,190.8173,0,3.684572,[Board]
0.4384559,-0.8837191,0.1636973,-641.821,184.4247,0,3.750656,[Board]
0.4357648,-0.8849468,0.1642504,-645.6323,184.7568,0,3.79924,[Board]
0.4353015,-0.8847813,0.1663571,-646.7366,187.099,0,3.853788,[Board]
0.4355653,-0.8836207,0.1717481,-645.8455,193.2206,0,3.899765,[Board]
0.4315243,-0.8855982,0.171763,-651.2303,192.4225,0,3.955729,[Board]
0.400354,-0.8989877,0.1775888,-691.7107,195.9123,0,4.006737,[Board]
0.3959382,-0.8999388,0.1826008,-697.8092,201.0671,0,4.05551,[Board]
0.3965203,-0.9009236,0.1763758,-697.3746,194.1606,0,4.117332,[Board]
0.3999647,-0.8980875,0.18294,-692.5848,201.2516,0,4.174,[Board]
0.4017757,-0.8972252,0.1832025,-689.6143,201.6722,0,4.229956,[Board]
0.3945855,-0.9006531,0.1820067,-698.9993,199.3692,0,4.273378,[Board]
0.3989666,-0.8986659,0.1822782,-693.7067,200.0399,0,4.332062,[Board]
0.3972283,-0.8980427,0.1890207,-695.2809,208.0115,0,4.386969,[Board]
0.3610706,-0.9120572,0.19437,-741.0124,210.9182,0,4.479471,[Board]
0.3543174,-0.9154774,0.1906838,-749.3134,206.2898,0,4.493263,[Board]
0.3597535,-0.914017,0.1874842,-742.3489,203.1572,0,4.556667,[Board]
0.3602855,-0.9141412,0.1858499,-742.0352,201.0494,0,4.601545,[Board]
0.3567418,-0.9142048,0.1922622,-746.3101,208.0371,0,4.649031,[Board]
0.3566937,-0.9140823,0.1929327,-745.6315,209.1652,0,4.71446,[Board]
0.3509411,-0.9164929,0.1920444,-752.9892,207.4134,0,4.772274,[Board]
0.3584875,-0.9129825,0.1948065,-744.1388,210.8361,0,4.815767,[Board]
0.3590677,-0.9125682,0.1956772,-743.8844,211.4781,0,4.872337,[Board]
0.3654639,-0.9104371,0.1937536,-735.3339,209.6359,0,4.917627,[Board]
0.5502002,-0.834977,-0.009653132,-483.0099,-10.4714,0,4.980089,[Board]
