timeStamp,leftEyeDirection.x,leftEyeDirection.y,leftEyeDirection.z,rightEyeDirection.x,rightEyeDirection.y,rightEyeDirection.z,centerEyePosition.x,centerEyePosition.y,centerEyePosition.z,centerEyeDirection.x,centerEyeDirection.y,centerEyeDirection.z,boardHitPosition.x,boardHitPosition.y,boardHitPosition.z,relativeBoardHitPosition.x,relativeBoardHitPosition.y,worldPosition.x,worldPosition.y,worldPosition.z,headPosition.x,headPosition.y,headPosition.z,headRotation.x,headRotation.y,headRotation.z,objectHitLog
0,0.769969344139099,-0.611952364444733,-0.180725753307343,0.763769745826721,-0.631634831428528,-0.133017241954803,-0.468674600124359,0.405144155025482,0.0606954842805862,0.76686954498291,-0.621793627738953,-0.156871497631073,51.6618232727051,-69.196418762207,0,0.526907205581665,0.435929238796234,0.0309972241520882,-4.88944351673126E-09,-0.0415178239345551,0,0,0,0,0,0,[Board]
0.118267059326172,0.764398872852325,-0.618387222290039,-0.182460248470306,0.75827693939209,-0.637935757637024,-0.13436621427536,-0.472633987665176,0.406209409236908,0.0576565861701965,0.761337876319885,-0.628161489963531,-0.158413231372833,32.8264122009277,-74.6391220092773,0,0.517097115516663,0.430889695882797,0.0196959115564823,-5.2677933126688E-09,-0.0447835624217987,0,0,0,0,0,0,[Board]
0.205888748168945,0.760087847709656,-0.620789706707001,-0.192059397697449,0.754506587982178,-0.640391886234283,-0.14359039068222,-0.475964695215225,0.404855489730835,0.0537057965993881,0.757297217845917,-0.630590796470642,-0.167824894189835,17.066198348999,-90.0702056884766,0,0.50888866186142,0.416601657867432,0.0102396039292216,-6.37373887002468E-09,-0.0540421195328236,0,0,0,0,0,0,[Board]
0.244508743286133,0.756381273269653,-0.621885895729065,-0.202843606472015,0.751265525817871,-0.641693830490112,-0.154367685317993,-0.474977910518646,0.402938097715378,0.0538510531187057,0.753823399543762,-0.631789863109589,-0.178605645895004,9.64954376220703,-100.097785949707,0,0.505025804042816,0.407316863536835,0.00578978797420859,-7.10133463144302E-09,-0.0600587166845798,0,0,0,0,0,0,[Board]
0.292802810668945,0.759278953075409,-0.623331487178802,-0.18695855140686,0.753663659095764,-0.64258337020874,-0.13812267780304,-0.473326832056046,0.402317821979523,0.054887443780899,0.756471276283264,-0.632957458496094,-0.16254061460495,12.4973049163818,-80.7098846435547,0,0.506509006023407,0.425268620252609,0.00749841518700123,-5.70435076951981E-09,-0.0484259836375713,0,0,0,0,0,0,[Board]
0.339643478393555,0.766470551490784,-0.61980664730072,-0.168412983417511,0.76048618555069,-0.638318419456482,-0.119207680225372,-0.470830738544464,0.401121556758881,0.0568258762359619,0.763478398323059,-0.629062533378601,-0.143810331821442,26.6680088043213,-58.1246452331543,0,0.513889610767365,0.446180880069733,0.0160010792315006,-4.10364009439945E-09,-0.0348747670650482,0,0,0,0,0,0,[Board]
0.389289855957031,0.755047082901001,-0.635420322418213,-0.161695003509521,0.74866396188736,-0.653362214565277,-0.112339675426483,-0.468411266803741,0.40008807182312,0.0593250542879105,0.751855492591858,-0.644391298294067,-0.137017339468002,-2.66879773139954,-42.9098014831543,0,0.498609989881516,0.460268706083298,-0.0016011301195249,-2.99769453704357E-09,-0.0257459301501513,0,0,0,0,0,0,[Board]
0.425844192504883,0.777370572090149,-0.615537166595459,-0.129651010036469,0.770907163619995,-0.631939649581909,-0.0797153115272522,-0.469758868217468,0.400600045919418,0.0598132014274597,0.774138867855072,-0.623738408088684,-0.10468316078186,45.728084564209,-12.3669767379761,0,0.523816704750061,0.488549083471298,0.0274368617683649,-8.14907252788544E-10,-0.00742023903876543,0,0,0,0,0,0,[Board]
0.461526870727539,0.766715407371521,-0.629523634910583,-0.125887930393219,0.760337591171265,-0.645104348659515,-0.0756785869598389,-0.471858143806458,0.402172863483429,0.0597134232521057,0.763526499271393,-0.637313961982727,-0.100783258676529,16.6000900268555,-6.47540521621704,0,0.50864589214325,0.494004249572754,0.00967279728502035,0.000239999033510685,-0.0038472474552691,0,0,0,0,0,0,[City]Copenhagen,Red
0.492439270019531,0.677589952945709,-0.729717254638672,-0.0915672183036804,0.668148040771484,-0.742925524711609,-0.0404960513114929,-0.474514484405518,0.40443828701973,0.05922831594944,0.672868967056274,-0.73632138967514,-0.0660316348075867,-174.881103515625,38.2654190063477,0,0.408916085958481,0.53543096780777,-0.10492866486311,2.79396772384644E-09,0.0229592137038708,0,0,0,0,0,0,[Board]
