timeStamp,BrowLowererL,BrowLowererR,CheekPuffL,CheekPuffR,CheekRaiserL,CheekRaiserR,CheekSuckL,CheekSuckR,ChinRaiserB,ChinRaiserT,DimplerL,DimplerR,EyesClosedL,EyesClosedR,EyesLookDownL,EyesLookDownR,EyesLookLeftL,EyesLookLeftR,EyesLookRightL,EyesLookRightR,EyesLookUpL,EyesLookUpR,InnerBrowRaiserL,InnerBrowRaiserR,JawDrop,JawSidewaysLeft,JawSidewaysRight,JawThrust,LidTightenerL,LidTightenerR,LipCornerDepressorL,LipCornerDepressorR,LipCornerPullerL,LipCornerPullerR,LipFunnelerLB,LipFunnelerLT,LipFunnelerRB,LipFunnelerRT,LipPressorL,LipPressorR,LipPuckerL,LipPuckerR,LipStretcherL,LipStretcherR,LipSuckLB,LipSuckLT,LipSuckRB,LipSuckRT,LipTightenerL,LipTightenerR,LipsToward,LowerLipDepressorL,LowerLipDepressorR,MouthLeft,MouthRight,NoseWrinklerL,NoseWrinklerR,OuterBrowRaiserL,OuterBrowRaiserR,UpperLidRaiserL,UpperLidRaiserR,UpperLipRaiserL,UpperLipRaiserR,TongueTipInterdental,TongueTipAlveolar,TongueFrontDorsalPalate,TongueMidDorsalPalate,TongueBackDorsalVelar,TongueOut,TongueRetreat
14.07771,0.06546854,8.459983E-05,1.96661E-06,1.498876E-06,0.116518,0.07494799,0,0,1.382251E-06,0.0311806,0.01015752,0.02015644,0,0.03407907,1.107326E-08,0.03407743,0.1819223,0.2743244,0,0,0,0,0.04103605,0.03043821,0.104019,2.289772E-07,1.511966E-06,0.005463899,0.07561125,9.711144E-11,0.0106117,0.009991447,0.003865193,0.003540612,1.771407E-07,1.452747E-08,1.337307E-07,3.933415E-08,1.510683E-10,1.510683E-10,2.266782E-13,2.171293E-13,0.005286399,0.00545533,0.0003300389,0.0004952573,0.0003934586,2.677167E-05,1.365948E-10,1.644786E-10,0.01903513,0.006772967,0.006222636,3.990807E-14,9.42033E-18,0.007378337,1.41127E-07,2.802597E-45,0.004467781,0,0,0.04906571,0.1091371,0.08470505,0.4322505,0.003779548,0.006525086,0.03021202,0,0.1890685
14.18886,0.05974852,4.77508E-05,6.712573E-07,5.092578E-07,0.1035132,0.07018468,0,0,4.69085E-07,0.004266451,0.001271197,0.001451637,0,0.3709598,1.246095E-09,0.3471984,0.2035683,0.29677,0,0,0,0,0.03975426,0.02355093,0.06820686,7.402657E-08,4.867844E-07,0.003993783,0.009046242,3.382647E-11,0.01078045,0.009014572,0.0004085263,0.000393517,6.148227E-08,4.391984E-09,4.652352E-08,1.222269E-08,5.286522E-11,5.286522E-11,4.273465E-14,4.084942E-14,0.0003773746,0.001305361,7.303162E-05,0.0001435276,9.305496E-05,8.71789E-06,3.566593E-11,4.343595E-11,0.02540547,0.001107694,0.001210069,1.397078E-14,3.297814E-18,0.004306824,4.925608E-08,2.802597E-45,0.005717805,0,0,0.006570532,0.0177245,0.03345028,0.1068325,0.001250756,0.002366555,0.06372573,0,0.4108543
14.30043,0.06413302,2.229444E-05,1.6273E-07,1.230626E-07,0.1018045,0.06413899,0,0,1.132626E-07,4.82061E-05,4.897221E-05,4.392591E-05,1.899898E-07,0.1810217,0.01975878,0.1986839,0.2467482,0.3382934,0,0,0,0,0.04160673,0.02409499,0.08861029,0.002414441,0.005008036,0.02617924,0.09703609,8.316779E-12,0.01084524,0.01058815,4.067131E-05,4.082377E-05,1.507892E-08,9.777782E-10,1.142861E-08,0.002379008,1.303951E-11,1.303951E-11,0.02885379,0.03071489,2.700324E-05,7.765545E-05,1.296308E-05,3.100661E-05,1.735005E-05,2.04516E-06,0.00222373,0.002233817,0.04076389,0.117386,0.09062234,3.446871E-15,8.136368E-19,0.00720319,1.212709E-08,2.802597E-45,0.003938045,0,0,2.981768E-05,0.007558209,0.008069139,0.03420112,0.000162724,0.0003356615,0.07071213,0,0.1865908
14.41151,0.04267879,1.259728E-05,0.005892248,0.00589116,0.1118664,0.05733232,0,0,0.005890883,0.003599389,7.764569E-06,6.209071E-06,4.567206E-06,0.2175182,0.04451317,0.2562324,0.1999308,0.2929345,0,0,0,0,0.04036841,0.02389492,0.1362385,0.00864058,0.02057221,0.08831711,0.02918656,2.907665E-12,0.01085858,0.005095534,9.869085E-06,1.008093E-05,0.02877136,0.02990507,0.01902963,0.02054369,4.564383E-12,4.564383E-12,0.2163866,0.2163485,5.677896E-06,1.503765E-05,3.991607E-06,1.031387E-05,5.447706E-06,7.022861E-07,0.06849521,0.06849767,0.07505733,0.005929816,0.009440812,0.003800456,2.848357E-19,0.004066227,4.242034E-09,2.802597E-45,0.005476315,0,0,1.57101E-06,0.0009172977,0.002159112,0.2010081,0.0002404464,0.0004159155,0.01820761,0,0.1387537
14.52339,0.03467362,7.119098E-06,0.0016389,0.001637547,0.1015011,0.06785051,0,0,0.001637203,0.0179532,1.692885E-06,1.258688E-06,2.357364E-05,0.1780822,0.0646742,0.2378523,0.2489371,0.3393873,0,0,0,0,0.03933946,0.02301167,0.1437162,0.003099678,0.004360624,0.02325107,0.01862722,1.017128E-12,0.01086319,0.007957033,2.792751E-06,2.882546E-06,0.005940716,0.005784674,0.003892614,0.004503706,1.597769E-12,1.597769E-12,0.007035085,0.006967581,1.474093E-06,3.712643E-06,1.298692E-06,3.507388E-06,1.792444E-06,2.431802E-07,0.005881593,0.005884408,0.03612842,0.005705283,0.0053281,0.001101871,9.971273E-20,0.003665757,1.484344E-09,2.802597E-45,0.004804718,0,0,0.004106699,0.007459582,0.0009930622,0.06870849,0.003998988,0.0005590677,0.01581485,0,0.4064957
14.63466,0.0643397,0.01465802,0.000343811,0.0003433689,0.1479268,0.09335557,0,0,0.0003432566,0.08837803,0.0242768,0.03275886,0.0003318191,0.1550194,0.1268924,0.2735126,0.203293,0.2951121,0,0,0,0,0.03340891,0.03940248,0.1149293,0.0004508652,0.0004840156,0.0003888141,0.02394851,2.508205E-13,0.01086504,0.00606979,0.008344447,0.00834985,0.0007272005,0.0006263522,0.000651544,0.000530449,3.941932E-13,3.941932E-13,1.126892E-05,1.092659E-05,2.942301E-07,7.144045E-07,3.044868E-07,0.005886755,4.235642E-07,5.954611E-08,0.000224421,0.0002247081,0.02620573,0.001057298,0.001688611,0.0002381206,2.460156E-20,0.005902481,3.661096E-10,2.802597E-45,0.002051621,0,0,0.1002689,0.1259571,0.1356023,0.03518355,0.002308135,0.06215275,0.004465976,0,0.2579993
14.74605,0.06145508,0.01183444,0.0001130603,0.0001128947,0.08865943,0.06571243,0,0,0.0001128526,0.003827068,0.003081741,0.005464347,3.986061E-06,0.1153359,0.041593,0.1560994,0.1779332,0.2691385,0,0,0,0,0.03651402,0.04584383,0.07318367,0.000128128,0.005674737,0.0008638936,0.03721374,8.778608E-14,0.01086543,0.008403782,0.003121965,0.001865088,0.0001924869,0.0001574872,0.0001959674,0.000138169,1.379911E-13,1.379911E-13,0.03983964,0.03979595,9.489304E-08,0.002304712,1.045296E-07,0.001631435,1.458476E-07,2.078487E-08,3.541945E-05,3.54781E-05,0.03224652,0.0001362784,0.0002219877,7.921416E-05,8.612143E-21,0.002732497,1.281469E-10,2.802597E-45,0.001120164,0,0,0.003808079,0.005732169,0.2415542,0.01747264,0.01357838,0.102403,0.04011382,0,0.1451083
14.85771,0.05154243,0.009216765,2.67072E-05,2.666473E-05,0.1142607,0.0847902,0,0,2.665394E-05,0.114041,0.04866128,0.06089435,0.0009193122,0.3831623,0.1646508,0.4269758,0.130092,0.2231262,0,0,0,0,0.02815245,0.04030769,0.1667506,0.001475733,0.001678654,0.01056344,0.00477478,2.165639E-14,0.01086559,0.001409912,0.02969386,0.0297946,3.896467E-05,3.071184E-05,4.347174E-05,2.764553E-05,3.404604E-14,3.404604E-14,0.001687018,0.00167784,0.121711,0.1235759,2.54436E-08,0.006029382,0.008440028,5.117976E-09,0.0009916308,0.0009919147,0.02307246,0.1897735,0.1774857,1.886365E-05,2.124864E-21,0.004676845,3.161491E-11,2.802597E-45,0.002374572,0,0,0.1239112,0.162044,0.06856335,0.003615644,0.1035348,0.02403449,0.02771855,0,0.2057015
14.96866,0.05047842,0.004600597,9.195117E-06,9.180053E-06,0.1122878,0.07420466,0,0,9.176227E-06,0.09568986,0.02414438,0.02601714,0.08440116,1.501292E-06,0.1175943,0.03342507,0.1507293,0.2437217,0,0,0,0,0.02905854,0.03935584,0.1423287,0.000429678,0.0004288371,0.001718628,0.0007152768,7.580947E-15,0.01086562,0.001842639,0.01663304,0.009795239,1.263627E-05,9.815119E-06,1.460903E-05,8.924686E-06,1.191859E-14,1.191859E-14,8.612109E-05,8.5309E-05,0.008723677,0.00784307,0.005072981,0.005407611,0.005569104,1.790304E-09,0.0002439611,0.0002440591,0.02093937,0.003975318,0.004254234,6.514764E-06,7.438598E-22,0.0009846282,1.106722E-11,2.802597E-45,0.00129784,0,0,0.1170199,0.1461807,0.02321285,0.006590346,0.03676549,0.01031683,0.06078288,0,0.09472957
15.08017,0.164975,0.1104578,3.188754E-06,3.183443E-06,0.144938,0.09615356,0,0,0.008439753,0.001140846,0.001091217,0.0007959421,0.165603,5.885959E-07,0.1901783,0.02627817,0.2209781,0.3129731,0,0,0,0,0.04328669,0.05481121,0.05713503,0.005894074,0.005815722,0.02314115,0.06474007,0.0139465,0.02082638,0.009408446,0.002008191,0.001213642,4.23541E-06,0.005853946,4.997079E-06,0.005858996,4.172344E-15,4.172344E-15,0.1347018,0.1347337,0.0003298374,0.000234581,0.001266177,0.001167807,0.001128165,6.264632E-10,0.0286111,0.02861118,0.03152704,5.685458E-05,7.669561E-05,2.263204E-06,2.604038E-22,0.009452045,0.01947204,2.802597E-45,0.0007197566,0,0,0.001277986,0.0005155486,0.1615494,0.03325033,0.01869819,0.06677645,0.0174616,0,0.1685594
15.19136,0.1031482,0.04495098,0.00379343,0.003793408,0.1317814,0.07293868,0,0,0.005541665,0.002080598,5.213658E-05,2.651809E-05,0.04724632,0.0001043901,0.1421804,0.09545344,0.1639714,0.256323,0,0,0,0,0.04004494,0.04812279,0.05433474,0.00949027,0.005438922,0.03271392,0.04345547,0.001116511,0.0151527,0.01066205,0.0002228208,0.0001375011,0.01080317,0.01045299,0.01083231,0.01046024,1.029409E-15,1.029409E-15,0.03097124,0.0203295,1.338736E-05,0.001598966,0.0002455868,0.002744068,0.000187454,1.545162E-10,0.01643472,0.01744134,0.0353416,0.02563967,0.003954668,5.554228E-07,6.424741E-23,0.007671019,0.001478979,2.802597E-45,0.002247771,0,0,5.076798E-06,9.389008E-05,0.1525665,0.01630716,0.003207042,0.03176199,0.003336989,0,0.3598081
15.30294,0.09283473,0.04645683,0.00109726,0.001097246,0.1450202,0.09676748,0,0,0.006121497,0.05969043,9.13628E-06,3.924816E-06,0.0007580519,0.1234248,0.1558075,0.2712332,0.2037279,0.2956904,0,0,0,0,0.04026388,0.04816794,0.1048061,0.001335348,0.001059683,0.0128809,0.02554585,0.0002466066,0.01173054,0.007395117,5.660399E-05,3.523766E-05,0.002386929,0.00166284,0.002404504,0.001665968,3.603531E-16,3.603531E-16,0.008659517,8.349485E-05,0.001214548,0.005499627,7.831692E-05,0.0006414948,5.621519E-05,5.408357E-11,0.0004753416,0.0006285713,0.02615884,0.01125604,0.01147991,1.940366E-07,2.249036E-23,0.006153888,0.0003192322,2.802597E-45,0.001233568,0,0,0.0620504,0.07269198,0.1153953,0.0910289,0.0007552376,0.0314923,0.05495679,0,0.1296093
15.41429,0.08153105,0.03521995,0.0003443218,0.000344316,0.1138657,0.06815936,0,0,0.001214134,0.011455,2.120753E-06,8.193103E-07,9.867549E-05,0.02996235,0.09496913,0.1246328,0.1907739,0.2833259,0,0,0,0,0.03977624,0.04909412,0.06508562,0.0002699202,0.0002626182,0.006512965,0.02980472,6.596153E-05,0.01108461,0.008323533,0.003507584,1.030019E-05,0.000638578,0.0003633184,0.0006450833,0.0003642736,1.26148E-16,1.26148E-16,0.0001129482,1.168028E-06,0.0002350325,0.0007675765,2.599941E-05,0.003536122,1.80135E-05,1.893171E-11,3.192846E-05,4.971597E-05,0.02693006,0.0004315393,0.0007693267,6.784816E-08,7.873154E-24,0.002384333,8.420795E-05,2.802597E-45,0.0006857091,0,0,0.01357686,0.02507746,0.02343351,0.06321651,0.07353044,0.006938139,0.3158522,0,0.04555633
15.52581,0.08393066,0.03226724,7.870806E-05,0.005017074,0.08037785,0.06534117,0,0,0.003481599,9.096709E-05,3.900408E-07,1.392507E-07,6.801635E-05,0.213668,0.08519751,0.2879528,0.2377665,0.3289386,0,0,0,0,0.04300935,0.05371023,0.1207688,0.009370279,0.01008022,0.1129251,0.001647941,1.345409E-05,0.01090856,0.00859307,0.0006072947,2.239055E-06,0.000130269,0.009425092,0.0001318624,0.009425607,3.112545E-17,3.112545E-17,0.1608391,0.1623252,3.77292E-05,0.003107781,6.182617E-06,0.0005921159,4.178755E-06,4.670954E-12,0.05810413,0.05808574,0.06785803,1.774276E-05,5.213018E-05,1.67274E-08,1.942603E-24,0.00030712,0.003589817,2.802597E-45,0.0003167933,0,0,9.851297E-05,0.0001031868,0.01586728,0.01644661,0.02471332,0.1513626,0.08230577,0,0.1733727
15.63722,0.09956042,0.03943281,2.675778E-05,0.001223067,0.173268,0.1093172,0,0,0.00861047,0.06537351,0.00579396,0.01888853,0.002933055,0.04015426,0.2212932,0.2559339,0.09804074,0.1924602,0,0,0,0,0.02705397,0.04620365,0.1331699,0.009081241,0.01069797,0.04342566,0.07894136,4.375983E-06,0.01087939,0.01027982,0.0001851425,7.465435E-07,4.237284E-05,0.001724214,4.292502E-05,0.001724629,1.089602E-17,1.089602E-17,0.001167127,0.001145098,0.005749003,0.008405244,2.134007E-06,0.0243841,0.005878289,1.635124E-12,0.001855895,0.001917397,0.03506062,0.02920497,0.01663257,5.853952E-09,6.800429E-25,0.005710033,0.006355084,2.802597E-45,0.0001782763,0,0,0.04266915,0.08052407,0.020392,0.03478266,0.009151316,0.0754348,0.03532336,0,0.08932199
15.74818,0.09280945,0.0657862,9.213058E-06,0.0003470694,0.08017988,0.08671862,0,0,0.001698015,0.04438476,0.008459877,0.0122678,8.821487E-05,0.4472538,0.09329069,0.4294986,0.1157683,0.2095337,0,0,0,0,0.02376977,0.04066734,0.06710891,0.001501558,0.001519985,0.007894875,0.002950943,0.04018801,0.01087022,0.008599595,0.004958025,0.005030532,1.422705E-05,0.0004110471,1.441896E-05,0.0004111931,3.814416E-18,3.814416E-18,1.192868E-05,1.142715E-05,0.02833428,0.04113955,7.411193E-07,0.003202725,0.00310901,5.72409E-13,0.0001342469,0.0001421276,0.01986454,0.1662504,0.1437977,2.048966E-09,2.380655E-25,0.002833441,0.00154276,2.802597E-45,0.0001005198,0,0,0.04651231,0.04737789,0.006231369,0.1754361,0.04727184,0.02463106,0.02946276,0,0.1688035
15.85994,0.09584936,0.0490619,2.247101E-06,7.386132E-05,0.135418,0.08615809,0,0,0.03077156,0.004439771,0.0008999897,0.0007133926,0.003265262,0.02051805,0.2215079,0.2375875,0.117377,0.2100337,0,0,0,0,0.02087664,0.0344514,0.02307518,0.005686498,0.0001920853,0.0001053038,0.01096975,0.003850987,0.04768448,0.04768816,0.0007705447,0.000807415,3.409818E-06,7.709203E-05,3.456901E-06,7.712593E-05,9.411178E-19,9.411178E-19,0.002078458,0.002082422,0.001409205,0.0009943258,1.818448E-07,0.009319111,0.000539021,1.412276E-13,9.716331E-06,1.050491E-05,0.02067327,0.0003714555,0.0004423064,5.054746E-10,5.873709E-26,0.003628726,0.003704044,2.802597E-45,4.689865E-05,0,0,0.0003514079,0.00030126,0.002742021,0.05524001,0.08738096,0.008170379,0.0315728,0,0.3732882
15.97113,0.05615884,0.04657518,7.831969E-07,2.442529E-05,0.07044063,0.06238643,0,0,0.001951147,0.09558992,0.0201886,0.019743,0.001519188,0.2049075,0.1862489,0.3606645,0.1181038,0.2113172,0,0,0,0,0.0145326,0.02978331,0.08948087,0.001297067,5.152218E-05,0.05181475,0.001072121,0.0007847639,0.01348779,0.007762299,0.008376102,0.008396816,1.180516E-06,2.426159E-05,1.196961E-06,2.427307E-05,3.294581E-19,3.294581E-19,0.0001589297,0.0001572687,0.00773839,0.01886889,6.352433E-08,0.008867586,0.000164423,4.943956E-14,2.053252E-06,2.24052E-06,0.02534865,0.09639026,0.06887469,1.76944E-10,2.056215E-26,0.0008945895,0.0009765561,2.802597E-45,2.649208E-05,0,0,0.1125249,0.1223225,0.0006986377,0.01282386,0.01651753,0.001721536,0.008296217,0,0.1658157
16.08276,0.1170754,0.133352,2.734944E-07,8.278588E-06,0.0954363,0.08872213,0,0,0.00467006,0.1824355,0.03748089,0.05297842,0.002616182,0.05248128,0.2135475,0.2599022,0.1090405,0.20277,0,0,0,0,0.01571092,0.0416195,0.09119736,0.0003537142,1.547006E-05,0.03802799,0.0001708234,0.0001998967,0.01120273,0.01031318,0.01044401,0.01045006,4.106802E-07,7.993345E-06,4.164295E-07,7.997279E-06,1.153337E-19,1.153337E-19,0.006856136,2.104967E-05,0.04918737,0.06150916,0.008446361,0.01039397,0.009571406,0.003800492,5.346906E-07,5.867388E-07,0.02600055,0.08962554,0.0623567,6.19414E-11,7.198214E-27,0.008370369,0.01900125,2.802597E-45,1.496913E-05,0,0,0.2575204,0.2839209,0.000255988,0.04913929,0.005491523,0.0005780824,0.00317469,0,0.08674075
16.19404,0.1708302,0.2112436,6.736175E-08,1.997195E-06,0.1403138,0.1612076,0,0,0.02026323,0.2118716,0.07027389,0.07248662,0.0003350526,0.5513419,0.128572,0.398469,0.2051221,0.2975759,0,0,0,0,0.03097663,0.05925699,0.0794134,7.315591E-05,3.427477E-06,0.03500729,0.04335952,0.06918199,0.01090498,0.01078243,0.02673408,0.02673553,1.008854E-07,1.890628E-06,1.023026E-07,1.891584E-06,0.009621911,0.009621911,0.01016409,0.006579023,0.03583115,0.03400355,0.02135022,0.03364611,0.01072184,0.01034815,1.069608E-07,1.178508E-07,0.02441847,0.04204915,0.03159379,1.528218E-11,1.775975E-27,0.02677995,0.03757786,2.802597E-45,6.994292E-06,0,0,0.3519581,0.3628881,0.01165322,0.277604,0.002979073,0.07137235,0.1527773,0,0.0953158
16.30638,0.1696525,0.2116078,2.356384E-08,6.931288E-07,0.1635168,0.1814824,0,0,0.01605489,0.2335061,0.08501863,0.094578,8.761883E-06,0.5900739,0.05334294,0.4303913,0.2087987,0.3030846,0,0,0,0,0.03305429,0.06004849,0.07369711,2.392225E-05,1.151171E-06,0.01365472,0.08340385,0.04409701,0.01087585,0.01084166,0.05271706,0.05271802,3.525541E-08,6.511935E-07,3.575131E-08,6.51526E-07,0.01779548,0.01779548,0.02083457,0.01004025,0.01777155,0.03002263,0.03659699,0.05572418,0.02977986,0.03641798,3.452362E-08,3.809921E-08,0.0241962,0.02963715,0.02742305,0.008447743,6.216624E-28,0.03744852,0.0641597,2.802597E-45,3.95295E-06,0,0,0.4170494,0.4430028,0.02533149,0.2801446,0.002030245,0.07471108,0.09637398,0,0.04122032
16.41666,0.1817305,0.2226938,8.246688E-09,2.414918E-07,0.1889807,0.2054014,0,0,0.03137817,0.2302402,0.07883517,0.07650159,8.363277E-06,0.5821287,0.05287912,0.4347219,0.1263514,0.2215135,0,0,0,0,0.03140416,0.06340008,0.06602813,8.057544E-06,3.936923E-07,0.01111493,0.1022372,0.09093101,0.01086865,0.01085813,0.07213591,0.06200419,1.233143E-08,2.259102E-07,1.250501E-08,2.260262E-07,0.02388475,0.02388475,0.01549629,0.01066253,0.01952013,0.02760268,0.03480866,0.05249145,0.0275112,0.02404637,1.154203E-08,1.274904E-08,0.02251345,0.01212729,0.0114603,0.009323866,2.176453E-28,0.03631074,0.0610345,2.802597E-45,2.234409E-06,0,0,0.3655938,0.3718504,0.00767362,0.2196997,0.0006893079,0.02855382,0.09933418,0,0.03805524
16.52777,0.1928998,0.2063038,2.034136E-09,5.938205E-08,0.1740992,0.1628426,0,0,0.01958133,0.2334409,0.09166106,0.09151462,0.001700297,0.4628291,0.1920003,0.4141539,0.1534405,0.2466388,0,0,0,0,0.03151645,0.05948355,0.05791783,1.935296E-06,9.556678E-08,0.01088724,0.08815163,0.003682346,0.0108663,0.01086393,0.07011873,0.06459153,3.040489E-09,5.538565E-08,3.08331E-09,5.54142E-08,0.009051158,0.009051158,0.01437803,0.009662054,0.02461496,0.02722298,0.03742781,0.0581022,0.02575728,0.03603465,2.757854E-09,3.048193E-09,0.0214102,0.02349228,0.01517469,0.006259002,5.369841E-29,0.02456735,0.04091453,2.802597E-45,1.044252E-06,0,0,0.3658485,0.3799061,0.001431247,0.03886675,0.0001248777,0.005162847,0.01913029,0,0.008180303
16.63916,0.1803463,0.1931382,7.120225E-10,2.07613E-08,0.1631392,0.1485202,0,0,0.01613651,0.2483597,0.1147954,0.1125502,0.001830459,0.4185601,0.1931647,0.4206285,0.2090349,0.3010351,0,0,0,0,0.03061918,0.05736941,0.07197494,6.705715E-07,3.324806E-08,0.004598229,0.001085622,0.00883623,0.01086586,0.01086506,0.0961256,0.0965314,1.064123E-09,1.93421E-08,1.079113E-09,1.935209E-08,0.004476098,0.004476098,0.01169087,0.00474789,0.0265203,0.03284312,0.04733172,0.08544693,0.03325834,0.06075093,9.536852E-10,1.054343E-09,0.02321958,0.04703292,0.03187894,0.006456843,1.879826E-29,0.01656605,0.01658975,2.802597E-45,5.902583E-07,0,0,0.3869282,0.4024616,0.0004677096,0.01256084,4.076243E-05,0.001669196,0.006182649,0,0.002645947
16.75045,0.1763798,0.198541,2.492468E-10,7.262729E-09,0.250134,0.2395042,0,0,0.02572434,0.3118356,0.1517895,0.1617063,0.002766937,0.4204638,0.2156181,0.4206686,0.195755,0.2886059,0,0,0,0,0.02330073,0.05477799,0.1388186,2.333904E-07,1.159848E-08,0.0005178244,0.0001980224,0.00232787,0.01086572,0.01086544,0.1879289,0.1767977,3.724699E-10,6.761923E-09,3.777173E-10,6.765418E-09,0.01414472,0.01414472,0.01429018,0.009203857,0.03570392,0.05205839,0.06136755,0.09947883,0.04876465,0.07277913,3.315537E-10,3.665986E-10,0.02205129,0.05840087,0.034128,0.01011286,6.580784E-30,0.03123767,0.04449622,2.802597E-45,3.336444E-07,0,0,0.4926022,0.5026111,9.956847E-05,0.002526602,8.566249E-06,0.0003358822,0.001243979,0,0.0005330438
16.86195,0.1911216,0.2203316,6.149292E-11,1.790993E-09,0.4152685,0.4038828,0,0,0.0580347,0.377526,0.2226904,0.2226933,0.0006805658,0.601367,0.1554123,0.352277,0.1451176,0.239129,0,0,0,0,0.02605617,0.05826585,0.1648892,5.735188E-08,2.854676E-09,5.429961E-05,0.01067344,0.005147077,0.01086566,0.01086559,0.3430361,0.3420915,9.188852E-11,1.666753E-09,9.318314E-11,1.667615E-09,0.03375189,0.03375189,0.02985265,0.02074992,0.06393381,0.06376449,0.125511,0.1806149,0.08833559,0.1280368,8.141033E-11,9.00239E-11,0.02152537,0.1555572,0.1279576,0.007571602,1.62364E-30,0.05616498,0.06704214,2.802597E-45,1.55934E-07,0,0,0.5218653,0.5245739,2.412044E-05,0.0004868419,1.999749E-06,6.473986E-05,0.0002398977,0,0.0001032987
